事業所名,区,所在地,営業時間,TEL,PCR検査等,抗原定性検査,備考
医療法人創喜会東京中央美容外科TCB　池袋東口院出張所,豊島区,豊島区東池袋1-8-1　WACCA IKEBUKURO 6F,"月〜日（祝含む）　10:00〜19:00
※予約不要
※不定休　クリニックの営業日は下記をご確認ください
https://tokyo-brain.clinic/",,True,False,
医療法人創喜会TCB　東京中央美容外科　八王子院出張所,八王子市,八王子市旭町2-5　八王子ツインタワーA館4F,"月〜日（祝含む）　10:00〜19:00
※予約不要
※不定休　クリニックの営業日は下記をご確認ください
https://tokyo-brain.clinic/",,True,False,
ライオン薬局,足立区,足立区西新井5-15-1,"月〜金　8:00〜15:00
土日祝　休み",,True,False,
かえで薬局,目黒区,目黒区碑文谷5-28-10　リバティハウス柿の木坂１階,"月〜土　9:00〜18:00
日祝　休み",,True,True,メールアドレスなしで受検可能
さくらそう薬局武蔵小山店,目黒区,目黒区目黒本町3-15-8,"月火水金　9:00〜19:00
土　9:00〜13:00
木日祝　休み",,True,True,メールアドレスなしで受検可能
駒沢通り薬局,目黒区,目黒区中央町2-40-8　長瀬ビル1階,"木（祝含む）　9:00〜17:00
月火水金土日　休み",,True,True,メールアドレスなしで受検可能
オレンジ薬局鑓水店,八王子市,八王子市鑓水2−175−9,"月〜土　9:00〜18:00
日　9:00〜12:00
祝　休み",,True,True,メールアドレスなしで受検可能
昭島スマイル薬局,昭島市,昭島市昭和町5-15-14　金谷店舗1階北側,"月〜金　9:00〜19:00
土　9:00〜17:00
日祝　休み",,True,True,メールアドレスなしで受検可能
ak薬局調布店,調布市,調布市小島町1-5-6　アールアンドエスビルB1F,"月火水金　9:00〜18:30
土　9:00〜17:00
木日祝　休み",,True,True,メールアドレスなしで受検可能
東京第二衛生検査所,板橋区,板橋区前野町1-16-4-2F,"月〜日（祝含む）　9:00〜17:00
無休",,True,False,
おおぞら薬局,葛飾区,葛飾区小菅４−１０−５　橋本ビル１F,"月〜金　13:00〜15:00
土　14:00〜17:00
日祝　休み",03-5629-5161,True,True,
株式会社クリオス,港区,港区白金台2-26-10 グリーンオーク高輪台4F,"月〜金　9:00〜17:00
土日祝　休み",,True,False,メールアドレスなしで受検可能
株式会社ベストパートナー,渋谷区,渋谷区恵比寿1-26-14　ACTビル2F,"月〜金　9:00〜17:00
土日祝　休み",,True,False,メールアドレスなしで受検可能
ホームケアクリニック立川,立川市,立川市柴崎町2-12-3-102,"月〜金　9:00〜17:00
土日祝　休み",,True,False,メールアドレスなしで受検可能
ファーブケア薬局,江東区,江東区大島8-22-21 シャトーレ大島101,"月〜土　10:00〜19:00　
日　10:00〜14:00
無休",,True,True,メールアドレスなしで受検可能
ファーブ薬局武蔵小山店,品川区,品川区小山3−1−2　サンタグリュス武蔵小山1F,"月〜金　9:00〜13:30/15:00〜19:00
土　9:00〜13:30/14:00〜17:00
日祝　休み",,True,True,メールアドレスなしで受検可能
ファーブ薬局堀切店,葛飾区,葛飾区堀切2−51−2,"月火木金　9:00〜18:30
土　9:00〜18:00
水日祝　休み",,True,True,メールアドレスなしで受検可能
浅草駅前予防医療内科,台東区,台東区花川戸一丁目10番14号　ラスパシオ浅草スカイビュースクエア２階,"月〜金　9:00〜12:00/13:00〜17:00
土日祝　休み",,True,True,メールアドレスなしで受検可能
メディカルクリニック渋谷,渋谷区,渋谷区渋谷3-29-17 ホテルメッツ渋谷2階,"月〜金　10:00〜13:00
土日祝　休み",,True,True,
薬局桜新町ファーマシー,世田谷区,世田谷区桜新町１−８−５,"月〜金　9:15〜19:00　
土　9:15〜18:00
祝　10:00〜17:00
日　休み",,True,True,メールアドレスなしで受検可能
恩田メディカルプラザ,世田谷区,世田谷区三軒茶屋2-11-20サンタワーズＤ棟5階,"月火水金　9:00〜12:30/14:30〜18:00
土　9:00〜13:00
木日祝　休み",03-5726-9327,True,False,"受検の際は事前に下記電話番号にご連絡お願い致します。
ホームページからもご予約可能です。
電話番号：03-5726-9327
URL：https://www.onda.or.jp/"
ひより内科クリニック浜松町駅前院,港区,港区芝大門1-16-6 新雅ビル4階,"月〜日（祝含む）　9:00〜18:00
無休",,True,True,メールアドレスなしで受検可能
えん薬局足立谷在家,足立区,足立区皿沼2-1-19　小林ビル3階,"月〜金　9:00〜18:00
土　9:00〜12:00
祝　：予約などあれば受診可能
日　休み",,True,False,
大塚南口駅前脳神経内科クリニック,豊島区,豊島区南大塚3-32-10今井保全ビル1階,"月〜日（祝含む）
9:30〜12:00（最終受付　11:30）/13:00〜17:30（最終受付　17:00）
不定休",03-5955-7760,True,True,メールアドレスなしで受検可能
スギ薬局　八重洲通店,中央区,中央区日本橋三丁目4番15号　八重洲通ビル1階,"月〜金　9:00〜14:00/15:00〜19:00
土　10:00〜16:30
日祝   休み",03-5542-1175,True,True,
スギ薬局　六本木店,港区,港区六本木七丁目14番10号　誠志堂ビル１Ｆ,"月〜金　10:00〜20:00
土　10:00〜14:00
日祝　休み",03-5843-1361,True,True,
スギ薬局　中延店,品川区,品川区中延四丁目6番8号,"月〜金　10:00〜14:00/15:00〜19:00
土日祝　休み",03-6426-4725,True,True,
スギ薬局　多摩川大橋店,大田区,大田区多摩川一丁目36番25号,"月〜金　10:00〜14:00/15:00〜19:00
土日祝　休み",03-6715-4301,True,True,
スギ薬局　矢口渡店,大田区,大田区多摩川一丁目21番10号,"月〜金　10:00〜14:00
土日祝　休み",03-6459-8196,True,True,
スギ薬局　桜新町店,世田谷区,世田谷区桜新町二丁目31番5号,"月〜金　10:00〜19:00
土日祝　休み",03-5799-7761,True,False,
スギ薬局　南台三丁目店,中野区,中野区南台三丁目23番7号　堀第2南台ビル1階,"月〜金　10:00〜14:00/15:00〜19:00
土日祝　休み",03-6382-6181,True,True,
スギ薬局　志村坂下店,板橋区,板橋区坂下一丁目21番14号,"月〜金　9:00〜19:00
土　9:00〜15:00
日祝   休み",03-5918-8672,True,True,
スギ薬局　練馬三原台店,練馬区,練馬区三原台一丁目7番5号,"月〜土　10:00〜19:00
日祝    休み",03-6904-4351,True,True,
スギ薬局　江戸川南店,江戸川区,江戸川区中央二丁目15番11号,"月〜金　10:00〜19:00
土　10:00〜14:00
日祝　休み
※店頭での予約優先",03-5879-3912,True,True,
スギ薬局　江戸川瑞江店,江戸川区,江戸川区瑞江四丁目29番10号,"月〜金　10:00〜19:00
土　10:00〜17:00
日祝　休み
※店頭での予約優先",03-6231-8902,True,True,
スギ薬局　八王子店,八王子市,八王子市中町4番5号,"月〜金　10:00〜13:30/14:30〜19:30
土　10:00〜14:00
日祝　休み",042-649-8322,True,True,
スギ薬局　武蔵野緑町店,武蔵野市,武蔵野市緑町一丁目3番15号,"月〜金　10:00〜20:00
土　9:00〜15:00
日祝　休み",0422-38-7666,True,True,
コサカ薬局　堀之内店,八王子市,八王子市別所2-123,"月〜金　9:00〜19:00
土　9:00〜17:00
日祝　休み",,False,True,メールアドレスなしで受検可能
コサカ薬局　北口店,多摩市,多摩市落合多摩1-9-9　クレイドゥビル4階,"月火水金　9:00〜20:00
木　9:00〜17:00
土　9:00〜18:00
日祝　休み",,False,True,メールアドレスなしで受検可能
開運堂　今井薬局,板橋区,板橋区上板橋1-17-3,"月〜金　9:00〜20:30
土　9:00〜20:00
日祝　休み
※来店前に電話希望",03-3933-0718,True,False,メールアドレスなしで受検可能
医療法人社団 日暮里医院 PCR等検査センター赤坂会場,港区,港区赤坂2-19-11  有賀第3ビル2階,"月〜日　9:00〜21:00
無休",080-2916-7003,True,True,メールアドレスなしで受検可能
スキンシアクリニック PCR等検査センター　日暮里会場,荒川区,荒川区東日暮里6-60-5  COCOSPACE日暮里6階,"月〜日　10:00〜19:00
無休",080-2916-7003,True,True,"メールアドレスなしで受検可能
※検査を受ける際は、なるべく事前にお電話でご予約して頂きますようお願い致します。"
医療法人社団 日暮里医院 PCR等検査センター成増会場,板橋区,板橋区成増2-13-1 成増駅,"月〜日　8:30〜21:00
無休",080-6359-1119,True,True,"メールアドレスなしで受検可能
実施場所：改札横"
麻布十番採取所,港区,港区東麻布3-4-16　Binemu 3階,"月〜日（祝含む）　11:00〜20:00
無休",070-1772-8181,True,True,メールアドレスなしで受検可能
医療法人順齡會　赤坂おだやかクリニック,港区,港区赤坂５−３−１赤坂Bizタワー２階,"月〜金　10:00〜13:30/15:30〜18:30
土日祝　休み",,True,False,
医療法人順齡會　南砂町おだやかクリニック,江東区,江東区新砂３−４−３１　南砂町ショッピングセンターSUNAMO4階,"月火木金土　10:00〜12:30/14:30〜18:30
水祝　休み",,True,False,
アイコールメディカル在宅クリニック,立川市,立川市曙町1-30-12 JPトラストビル2F,"月〜日　24時間営業
無休",,True,False,メールアドレスなしで受検可能
スクエア薬局,練馬区,練馬区練馬1−20−３,"月〜金　11:00〜15:00
土　10:00〜15:00
日祝　休み",,True,True,
としまえん薬局,練馬区,練馬区早宮4−40−8−ニューハイツ豊島園１０２号,"月〜土　11:00〜15:00
日祝　休み",,True,True,
日比谷有楽町銀座駅前クリニック,中央区,中央区銀座４−３−９クイーンズハウス８階,"火水金土　10:00〜18:00
月木日祝　休み",03-6271-0357,False,True,メールアドレスなしで受検可能
医療法人社団ミネルバ　ミネルバクリニック,港区,港区北青山2−7−25　神宮外苑ビル1号館2階,"月木金土日　10:00〜20:00
火水　休み",,True,True,
ドクター小池クリニック,江東区,江東区亀戸2-42-5-5F,"月火木金土　11:00〜20:00
水日祝　休み",,True,True,メールアドレスなしで受検可能
そうごう薬局 永山店,多摩市,多摩市乞田1426 KTAビル1階,"月〜金　9:30〜11:00/15:00〜17:00
土　9:30〜11:00
日祝　休み",,False,True,メールアドレスなしで受検可能
そうごう薬局 東新宿駅前,新宿区,新宿区新宿7-27-12 コンフォリア東新宿ステーションフロント１階,"月〜金　9:00〜19:00
土　9:00〜13:30
日祝　休み",,False,True,メールアドレスなしで受検可能
そうごう薬局　東村山店,東村山市,東村山市久米川町4-2-34,"月水木土日（祝含む）　8:30〜18:00
火金　休み",,False,True,
そうごう薬局　武蔵野台店,府中市,府中市白糸台5-39-10　谷中商事ビル１階,"月火水木土　13:00〜15:00
金日祝　休み",,False,True,メールアドレスなしで受検可能
薬のヒグチ薬局　門前仲町店,江東区,江東区富岡1丁目23-17　TTビル1F,"月〜土　10:00〜14:00/15:00〜19:00
日祝　休み",,True,True,メールアドレスなしで受検可能
SmaCheck神保町店,千代田区,千代田区神田神保町1−19−1　KTビル3階,"月〜日（祝含む）　10:00〜19:00
無休",080-2780-3431,True,True,メールアドレスなしで受検可能
東京インターナショナルクリニック,港区,港区高輪4-18-19 TICビル2階,"火木　10:00〜13:00
月水金土日祝　休み",,True,True,メールアドレスなしで受検可能
こむぎ薬局,中野区,中野区本町３−２９−１０　ヴェルティ中野１０３号室,"月〜日（祝含む）　10:00〜18:00
（PCR、抗原検査の最終受付時間17:00）",,True,True,"検査結果に関しましては基本的にHPでご確認して頂きますようお願い致します。
※検査から3日後にご連絡いただければ、検査結果はご来店でのお渡し、または郵送での通知も可能でございます。
メールアドレスなしで受検可能"
トモエ薬局・本町店,小金井市,小金井市本町一丁目５番１２号朝日パリオ小金井ハイツ１階 トモエ薬局,"月〜金　9:00〜18:00
土　9:00 〜12:00
日祝　休み",,True,True,
かちどき薬局霞が関店,千代田区,千代田区霞が関3-2-5　霞が関ビル310,"月〜金　9:00〜18:00
土　9:00〜13:00
日祝　休み",,False,True,
かちどき薬局,新宿区,新宿区中落合2-4-1,"月〜木　9:00〜18:00
金　9:00〜19:00
第1、2、4、5土　9:00〜16:00
第3日　9:00〜17:00
第3土・日（第1、2、4、5）・祝　休み",,False,True,
かちどき薬局センター店,新宿区,新宿区西新宿1-25-1　新宿センタービル5Ｆ,"月〜金　9:00〜19:00
土　9:00〜15:30
日祝　休み",,False,True,
かちどき薬局三井店,新宿区,新宿区西新宿2-1-1　新宿三井ビル４Ｆ,"月〜金　9:00〜18:00
土　9:00〜14:00
日祝　休み",,False,True,
かちどき薬局落合店パート２,新宿区,新宿区中落合2-4-29,"月　9:00〜19:00
火〜金　9:00〜18:00
第1、2、4、5土　9:00〜14:00
第3土　9:00〜13:00
第4日　9:00〜17:00
日(第1〜3、5)・祝　休み",,False,True,
かちどき薬局ひきふね店,墨田区,墨田区八広1-2-14,"月〜金　9:00〜17:00
土　9:00〜14:00
日祝　休み",,False,True,
かちどき薬局向島店,墨田区,墨田区八広1-4-4,"月〜金　9:00〜17:00
土　9:00〜14:00
日祝　休み",,False,True,
かちどき薬局墨田店,墨田区,墨田区墨田2-6-16,"月火水金　9:00〜18:30
木　9:00〜17:00
土　9:00〜14:00
日祝　休み",,False,True,
かちどき薬局みなみすな店,江東区,江東区南砂1-25-12,"月〜金　9:00〜17:30
土　9:00〜14:00
日祝　休み",,False,True,
